record_type,item_id,item_version,locale,candidate_fingerprint,technical_or_decision_name,semantic_contract,primary_text,explanation_or_tip,example,workflow_effect_or_options,candidate_status,reviewer_name,reviewer_decision,reviewed_at_rfc3339,evidence_reference,reviewer_comments
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#request_field","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | request_field","workflow.stages | resolver-specific visible prompt","Which request field will contain this person's email address?","","","","approved","","","","",""
"question","v2.workflow.stages.first_stage_person_detail","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_detail","workflow.stages | short_text | v2.fact.workflow.stages.v1","請提供該人士的電郵地址、職位或申請欄位。","請提供剛才所選方式所需的一項資料。若選擇稍後指派人選，便不會看到此問題。","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#fixed_email","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | fixed_email","workflow.stages | resolver-specific visible prompt","此步驟應交給哪個指定電郵地址？","","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#directory_role","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | directory_role","workflow.stages | resolver-specific visible prompt","此步驟應交給員工目錄中的哪個職位？","","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#request_field","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | request_field","workflow.stages | resolver-specific visible prompt","哪個申請欄位會填寫此人的電郵地址？","","","","approved","","","","",""
"question","v2.workflow.stages.first_stage_person_detail","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_detail","workflow.stages | short_text | v2.fact.workflow.stages.v1","请提供该人员的电子邮件地址、职位或申请字段。","请提供刚才所选方式所需的一项资料。若选择稍后指派人选，便不会看到此问题。","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#fixed_email","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | fixed_email","workflow.stages | resolver-specific visible prompt","此步骤应交给哪个指定电子邮件地址？","","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#directory_role","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | directory_role","workflow.stages | resolver-specific visible prompt","此步骤应交给员工目录中的哪个职位？","","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.first_stage_person_detail#request_field","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.first_stage_person_mode | request_field","workflow.stages | resolver-specific visible prompt","哪个申请字段会填写此人的电子邮件地址？","","","","approved","","","","",""
"question","v2.workflow.stages.stage_2_needed","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_needed","workflow.stages | choice | v2.fact.workflow.stages.v1","Do you need one more step after the first one?","Choose Yes only if the request needs another separate action after this one. Choose No when the sequence is complete.","","yes: Yes | no: No","approved","","","","",""
"question","v2.workflow.stages.stage_2_needed","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_needed","workflow.stages | choice | v2.fact.workflow.stages.v1","第一步之後是否還需要另一個步驟？","只有此步驟後仍需要另一項獨立工作才選「是」。次序完整時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.workflow.stages.stage_2_needed","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_needed","workflow.stages | choice | v2.fact.workflow.stages.v1","第一步之后是否还需要另一个步骤？","只有此步骤后仍需要另一项独立工作才选“是”。顺序完整时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.workflow.stages.stage_2_name","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_name","workflow.stages | short_text | v2.fact.workflow.stages.v1","What is that next step?","Describe one action in order, such as ‘Manager checks the request’ or ‘Finance approves payment’. Do not combine several actions in one step.","","","approved","","","","",""
"question","v2.workflow.stages.stage_2_name","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_name","workflow.stages | short_text | v2.fact.workflow.stages.v1","下一個步驟是甚麼？","按次序描述一項工作，例如「經理檢查申請」或「財務批准付款」。不要把多項工作合併成一步。","","","approved","","","","",""
"question","v2.workflow.stages.stage_2_name","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_name","workflow.stages | short_text | v2.fact.workflow.stages.v1","下一个步骤是什么？","按顺序描述一项工作，例如“经理检查申请”或“财务批准付款”。不要把多项工作合并成一步。","","","approved","","","","",""
"question","v2.workflow.stages.stage_2_person_mode","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_person_mode","workflow.stages | choice | v2.fact.workflow.stages.v1","How should we choose the person for that next step?","Choose how this step finds its person: the same email every time, a job role in the staff directory, an email entered on the request, or a person chosen later.","","fixed_email: A fixed email address | directory_role: A job role from the staff directory | request_field: An email entered in the request | assigned_later: Assigned later","approved","","","","",""
"question","v2.workflow.stages.stage_2_person_mode","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_person_mode","workflow.stages | choice | v2.fact.workflow.stages.v1","下一步的處理人應如何決定？","選擇此步驟如何找到處理人：每次使用同一電郵、員工目錄中的職位、申請內填寫的電郵，或稍後才指派人選。","","fixed_email: 指定電郵地址 | directory_role: 員工目錄中的職位 | request_field: 申請內填寫的電郵 | assigned_later: 稍後指派","approved","","","","",""
"question","v2.workflow.stages.stage_2_person_mode","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_person_mode","workflow.stages | choice | v2.fact.workflow.stages.v1","下一步的处理人应如何决定？","选择此步骤如何找到处理人：每次使用同一电子邮件、员工目录中的职位、申请内填写的电子邮件，或稍后才指派人选。","","fixed_email: 指定电子邮件地址 | directory_role: 员工目录中的职位 | request_field: 申请内填写的电子邮件 | assigned_later: 稍后指派","approved","","","","",""
"question","v2.workflow.stages.stage_2_person_detail","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_person_detail","workflow.stages | short_text | v2.fact.workflow.stages.v1","Please give the email address, job role, or request field for that person.","Give the one detail needed for the option you just chose. If a person will be chosen later, this question will not appear.","","","approved","","","","",""
"question_prompt_variant","v2.workflow.stages.stage_2_person_detail#fixed_email","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.stages.stage_2_person_mode | fixed_email","workflow.stages | resolver-specific visible prompt","What fixed email address should receive this step?","","","","approved","","","","",""
